date,close,open,high,low,volume,type,description
01.03.2015,"98,1230","103,4115","103,5126","96,2058",,indices,bloomberg-commodity
01.02.2015,"103,4379","100,0853","104,7568","99,8801",,indices,bloomberg-commodity
01.01.2015,"100,8413","104,5145","104,6814","98,2747",,indices,bloomberg-commodity
01.12.2014,"104,3285","111,4802","114,8366","104,1470",,indices,bloomberg-commodity
01.11.2014,"112,9451","117,7894","118,7349","112,8565",,indices,bloomberg-commodity
01.10.2014,"117,7365","118,5069","120,1733","115,7011",,indices,bloomberg-commodity
01.09.2014,"118,6922","126,1774","126,4611","118,2027",,indices,bloomberg-commodity
01.08.2014,"126,5745","127,8270","128,3080","124,8005",,indices,bloomberg-commodity
01.07.2014,"127,9143","134,4196","134,5142","127,8809",,indices,bloomberg-commodity
01.06.2014,"134,6268","133,6506","137,1773","132,8062",,indices,bloomberg-commodity
01.05.2014,"133,8324","137,7964","137,7964","133,7872",,indices,bloomberg-commodity
01.04.2014,"137,7964","134,5234","138,6677","133,1235",,indices,bloomberg-commodity
01.03.2014,"134,5234","133,9783","137,1339","132,6818",,indices,bloomberg-commodity
01.02.2014,"133,9783","126,1206","134,4524","125,6454",,indices,bloomberg-commodity
01.01.2014,"126,1206","125,7515","127,6673","122,2242",,indices,bloomberg-commodity
01.12.2013,"125,7515","124,2192","127,9829","123,4491",,indices,bloomberg-commodity
01.11.2013,"124,2192","125,2281","125,4584","122,0029",,indices,bloomberg-commodity
01.10.2013,"125,2281","127,1103","129,1130","125,1943",,indices,bloomberg-commodity
01.09.2013,"127,1103","130,4445","132,0100","126,6302",,indices,bloomberg-commodity
01.08.2013,"130,4445","126,8900","133,6283","123,6052",,indices,bloomberg-commodity
01.07.2013,"126,1571","125,1129","130,1832","125,0462",,indices,bloomberg-commodity
01.06.2013,"124,4663","131,6818","132,9520","124,4387",,indices,bloomberg-commodity
01.05.2013,"130,6295","132,4578","133,4615","130,5648",,indices,bloomberg-commodity
01.04.2013,"133,6316","136,3835","137,1001","129,8346",,indices,bloomberg-commodity
01.03.2013,"137,4762","135,5186","139,5429","135,3708",,indices,bloomberg-commodity
01.02.2013,"136,5666","142,8507","143,6750","136,3911",,indices,bloomberg-commodity
01.01.2013,"142,3956","139,8534","143,0190","137,0224",,indices,bloomberg-commodity
01.12.2012,"139,0707","143,4738","144,1069","138,2193",,indices,bloomberg-commodity
01.11.2012,"142,8028","143,6588","144,2749","139,8124",,indices,bloomberg-commodity
01.10.2012,"142,7416","148,1603","149,9076","142,0861",,indices,bloomberg-commodity
01.09.2012,"148,5061","148,4435","152,7147","144,8674",,indices,bloomberg-commodity
01.08.2012,"146,0275","143,5103","147,0583","140,6889",,indices,bloomberg-commodity
01.07.2012,"144,1690","135,1647","146,2106","134,6760",,indices,bloomberg-commodity
01.06.2012,"135,4213","127,1123","135,5917","126,2241",,indices,bloomberg-commodity
01.05.2012,"128,3789","140,6898","141,7193","128,3693",,indices,bloomberg-commodity
01.04.2012,"141,2917","141,9699","144,0690","136,9633",,indices,bloomberg-commodity
01.03.2012,"141,9021","147,7847","148,6311","139,7708",,indices,bloomberg-commodity
01.02.2012,"148,0367","144,6800","149,6649","143,2845",,indices,bloomberg-commodity
01.01.2012,"144,1561","142,4712","147,4477","140,0367",,indices,bloomberg-commodity
01.12.2011,"140,6802","146,2830","147,4442","136,1699",,indices,bloomberg-commodity
01.11.2011,"146,1596","146,4365","150,7868","141,2115",,indices,bloomberg-commodity
01.10.2011,"149,4779","140,0769","151,3415","138,0680",,indices,bloomberg-commodity
01.09.2011,"140,2016","163,4363","164,1737","140,1167",,indices,bloomberg-commodity
01.08.2011,"164,4327","163,8427","164,6703","152,6062",,indices,bloomberg-commodity
01.07.2011,"162,8146","156,2139","166,5228","155,8001",,indices,bloomberg-commodity
01.06.2011,"158,1349","166,3260","168,8691","153,8469",,indices,bloomberg-commodity
01.05.2011,"166,5416","173,8700","175,6616","156,7131",,indices,bloomberg-commodity
01.04.2011,"175,4211","169,8120","175,6758","168,0550",,indices,bloomberg-commodity
01.03.2011,"169,5579","166,9275","170,5379","157,5595",,indices,bloomberg-commodity
01.02.2011,"166,1437","163,7232","166,5502","160,7087",,indices,bloomberg-commodity
01.01.2011,"163,9999","163,4805","164,0914","157,3542",,indices,bloomberg-commodity
01.12.2010,"162,3929","148,9954","162,5677","148,6986",,indices,bloomberg-commodity
01.11.2010,"146,7299","148,6059","157,8376","142,5668",,indices,bloomberg-commodity
01.10.2010,"147,2686","140,4870","147,9510","138,0016",,indices,bloomberg-commodity
01.09.2010,"140,2939","131,8219","140,6991","131,5888",,indices,bloomberg-commodity
01.08.2010,"130,8135","135,6308","138,4565","128,2874",,indices,bloomberg-commodity
01.07.2010,"134,2481","124,7794","134,2913","123,4080",,indices,bloomberg-commodity
01.06.2010,"125,7471","123,8576","130,7903","121,1931",,indices,bloomberg-commodity
01.05.2010,"125,3626","134,9155","135,3725","121,3841",,indices,bloomberg-commodity
01.04.2010,"134,7037","133,2206","137,3684","132,7585",,indices,bloomberg-commodity
01.03.2010,"132,1517","133,8009","136,1537","129,5776",,indices,bloomberg-commodity
01.02.2010,"133,8318","129,7051","134,9676","125,5633",,indices,bloomberg-commodity
01.01.2010,"129,0506","141,9432","145,1150","128,8210",,indices,bloomberg-commodity
01.12.2009,"139,1873","137,1128","141,1910","131,3584",,indices,bloomberg-commodity
01.11.2009,"136,4934","132,6648","137,8469","130,5900",,indices,bloomberg-commodity
01.10.2009,"131,8621","126,4890","139,5610","122,7820",,indices,bloomberg-commodity
01.09.2009,"127,6830","125,3480","130,0660","121,9560",,indices,bloomberg-commodity
01.08.2009,"125,7190","129,8340","133,1040","123,8290",,indices,bloomberg-commodity
01.07.2009,"126,4750","123,7790","126,5600","112,6020",,indices,bloomberg-commodity
01.06.2009,"122,5360","127,0300","131,5850","116,7730",,indices,bloomberg-commodity
01.05.2009,"124,9320","110,9530","125,2820","110,9060",,indices,bloomberg-commodity
01.04.2009,"110,5710","108,6110","114,1970","106,8240",,indices,bloomberg-commodity
01.03.2009,"109,7820","104,5300","114,7400","101,6790",,indices,bloomberg-commodity
01.02.2009,"105,9880","109,2930","114,6240","101,4790",,indices,bloomberg-commodity
01.01.2009,"110,9300","116,3860","123,7920","108,2210",,indices,bloomberg-commodity
01.12.2008,"117,2440","120,3620","120,4240","105,8780",,indices,bloomberg-commodity
01.11.2008,"122,7530","131,7100","139,4810","117,2120",,indices,bloomberg-commodity
01.10.2008,"131,9720","167,6880","169,6090","123,5900",,indices,bloomberg-commodity
01.09.2008,"167,7760","182,2010","184,0760","166,7770",,indices,bloomberg-commodity
01.08.2008,"189,8890","203,4550","207,3120","185,4610",,indices,bloomberg-commodity
01.07.2008,"205,1030","234,0240","238,5210","200,4210",,indices,bloomberg-commodity
01.06.2008,"233,0340","213,1940","236,0700","211,7810",,indices,bloomberg-commodity
01.05.2008,"213,9470","208,9240","221,6660","202,3070",,indices,bloomberg-commodity
01.04.2008,"208,5520","199,4680","216,0550","197,0310",,indices,bloomberg-commodity
01.03.2008,"201,5980","217,4160","225,9720","195,2720",,indices,bloomberg-commodity
01.02.2008,"215,5210","193,0990","217,3440","189,2210",,indices,bloomberg-commodity
01.01.2008,"192,2860","187,1000","193,6260","181,0260",,indices,bloomberg-commodity
01.12.2007,"184,9640","175,6020","186,9270","175,1450",,indices,bloomberg-commodity
01.11.2007,"177,2470","184,6570","186,4080","176,9660",,indices,bloomberg-commodity
01.10.2007,"183,5240","178,2170","183,8750","171,8840",,indices,bloomberg-commodity
01.09.2007,"178,2500","165,1100","180,3790","164,6720",,indices,bloomberg-commodity
01.08.2007,"165,5660","171,9470","172,8730","160,1600",,indices,bloomberg-commodity
01.07.2007,"172,4460","170,2510","175,1800","168,0630",,indices,bloomberg-commodity
01.06.2007,"169,6710","172,8330","177,1040","167,4300",,indices,bloomberg-commodity
01.05.2007,"172,7230","172,9010","175,3030","169,6050",,indices,bloomberg-commodity
01.04.2007,"173,2150","171,2900","175,1930","169,7650",,indices,bloomberg-commodity
01.03.2007,"171,9630","171,1850","173,4450","164,8080",,indices,bloomberg-commodity
01.02.2007,"171,0130","166,7920","174,6200","163,0200",,indices,bloomberg-commodity
01.01.2007,"166,0940","163,1940","167,2100","154,7080",,indices,bloomberg-commodity
01.12.2006,"166,5090","174,2530","175,5270","164,9680",,indices,bloomberg-commodity
01.11.2006,"175,2140","167,0610","175,5810","163,4300",,indices,bloomberg-commodity
01.10.2006,"166,8170","160,8470","170,7130","154,6350",,indices,bloomberg-commodity
01.09.2006,"159,9570","170,4390","172,1410","155,3470",,indices,bloomberg-commodity
01.08.2006,"170,8760","178,7440","181,3740","167,5800",,indices,bloomberg-commodity
01.07.2006,"178,0320","173,6210","180,5650","168,9800",,indices,bloomberg-commodity
01.06.2006,"173,2350","174,7530","180,0360","165,1020",,indices,bloomberg-commodity
01.05.2006,"176,6790","176,4540","188,1100","172,0100",,indices,bloomberg-commodity
01.04.2006,"175,7670","166,7040","180,0140","164,3850",,indices,bloomberg-commodity
01.03.2006,"165,1940","161,9570","167,4660","157,8650",,indices,bloomberg-commodity
01.02.2006,"162,2340","174,1980","175,3400","158,8520",,indices,bloomberg-commodity
01.01.2006,"173,6690","171,1490","174,5190","166,6540",,indices,bloomberg-commodity
01.12.2005,"171,1490","166,7920","180,9370","166,7870",,indices,bloomberg-commodity
01.11.2005,"166,4020","166,5310","168,9700","162,0450",,indices,bloomberg-commodity
01.10.2005,"166,5160","178,5970","179,6170","166,3050",,indices,bloomberg-commodity
01.09.2005,"178,2490","171,9130","180,3150","165,6790",,indices,bloomberg-commodity
01.08.2005,"170,8160","159,5610","175,2710","159,3730",,indices,bloomberg-commodity
01.07.2005,"159,3300","153,4120","161,0880","153,2600",,indices,bloomberg-commodity
01.06.2005,"152,8850","150,8150","161,6080","150,6440",,indices,bloomberg-commodity
01.05.2005,"150,7270","151,5880","153,7410","145,7270",,indices,bloomberg-commodity
01.04.2005,"152,2940","162,0110","163,2760","151,7050",,indices,bloomberg-commodity
01.03.2005,"162,0940","156,1530","166,1890","154,9870",,indices,bloomberg-commodity
01.02.2005,"156,8510","146,2550","158,3210","141,1180",,indices,bloomberg-commodity
01.01.2005,"146,8210","143,9880","149,2440","139,9830",,indices,bloomberg-commodity
01.12.2004,"145,6040","153,3180","153,8080","140,5120",,indices,bloomberg-commodity
01.11.2004,"153,4060","156,1350","156,8810","149,1950",,indices,bloomberg-commodity
01.10.2004,"155,5490","152,2180","160,1760","150,2610",,indices,bloomberg-commodity
01.09.2004,"153,1750","144,0650","154,0090","140,5380",,indices,bloomberg-commodity
01.08.2004,"143,5560","145,7920","149,6910","141,6810",,indices,bloomberg-commodity
01.07.2004,"146,4140","143,8010","148,1450","143,4430",,indices,bloomberg-commodity
01.06.2004,"144,0340","153,4260","155,1840","142,7390",,indices,bloomberg-commodity
01.05.2004,"150,4360","148,4160","152,5960","146,4940",,indices,bloomberg-commodity
01.04.2004,"148,0460","150,9160","151,9420","144,0280",,indices,bloomberg-commodity
01.03.2004,"150,8370","147,1800","152,0600","143,1900",,indices,bloomberg-commodity
01.02.2004,"146,4500","137,3000","146,6700","136,1000",,indices,bloomberg-commodity
01.01.2004,"137,6200","138,4100","142,8800","136,1100",,indices,bloomberg-commodity
01.12.2003,"135,2700","127,0400","137,7900","127,0000",,indices,bloomberg-commodity
01.11.2003,"126,0870","126,9600","131,0600","124,1500",,indices,bloomberg-commodity
01.10.2003,"126,5700","120,8500","128,5800","119,9600",,indices,bloomberg-commodity
01.09.2003,"120,9000","120,9000","125,3100","116,7900",,indices,bloomberg-commodity
01.08.2003,"120,9000","116,8700","121,8700","116,6700",,indices,bloomberg-commodity
01.07.2003,"116,4000","115,4800","118,4700","113,0400",,indices,bloomberg-commodity
01.06.2003,"115,7900","119,0500","121,6900","114,5500",,indices,bloomberg-commodity
01.05.2003,"118,8200","112,5800","120,4400","111,7300",,indices,bloomberg-commodity
01.04.2003,"112,3600","112,8100","115,7100","107,1900",,indices,bloomberg-commodity
01.03.2003,"113,1700","121,7900","124,1800","110,9300",,indices,bloomberg-commodity
01.02.2003,"122,5300","118,3500","126,2700","117,1500",,indices,bloomberg-commodity
01.01.2003,"118,6400","110,2700","120,1700","110,2700",,indices,bloomberg-commodity
01.12.2002,"110,2800","105,3800","112,9900","104,3700",,indices,bloomberg-commodity
01.11.2002,"105,2500","105,1000","105,9100","100,3500",,indices,bloomberg-commodity
01.10.2002,"105,0500","106,9000","107,5800","97,9300",,indices,bloomberg-commodity
01.09.2002,"106,2900","102,5800","107,7200","101,0300",,indices,bloomberg-commodity
01.08.2002,"102,6100","99,3400","103,5900","95,9100",,indices,bloomberg-commodity
01.07.2002,"98,8300","99,7200","104,5800","94,7800",,indices,bloomberg-commodity
01.06.2002,"99,5200","97,4400","99,8300","94,1300",,indices,bloomberg-commodity
01.05.2002,"97,7600","98,8800","101,7600","94,6000",,indices,bloomberg-commodity
01.04.2002,"99,4300","100,2300","103,0000","93,9900",,indices,bloomberg-commodity
01.03.2002,"99,5900","90,5800","101,1900","90,5700",,indices,bloomberg-commodity
01.02.2002,"90,4800","88,0900","92,0700","88,0600",,indices,bloomberg-commodity
01.01.2002,"88,3100","89,0300","92,7000","86,6600",,indices,bloomberg-commodity
01.12.2001,"89,0300","90,5500","91,7300","85,3800",,indices,bloomberg-commodity
01.11.2001,"90,9600","89,7760","92,1510","85,6700",,indices,bloomberg-commodity
01.10.2001,"90,4070","94,8800","94,8800","90,2400",,indices,bloomberg-commodity
01.09.2001,"95,1070","101,3510","104,7000","93,8850",,indices,bloomberg-commodity
01.08.2001,"102,2250","102,2900","103,8450","101,3290",,indices,bloomberg-commodity
01.07.2001,"102,5700","101,5400","104,6130","101,1300",,indices,bloomberg-commodity
01.06.2001,"101,5710","106,1830","107,1950","100,6920",,indices,bloomberg-commodity
01.05.2001,"106,0910","109,3760","110,8320","106,0910",,indices,bloomberg-commodity
01.04.2001,"108,7080","104,9250","116,0800","104,9250",,indices,bloomberg-commodity
01.03.2001,"105,3720","110,7460","112,3400","105,3720",,indices,bloomberg-commodity
01.02.2001,"110,4790","113,4640","115,2940","110,1500",,indices,bloomberg-commodity
01.01.2001,"111,3740","111,4510","115,5500","111,3740",,indices,bloomberg-commodity
01.12.2000,"114,6130","110,3140","116,0910","110,0600",,indices,bloomberg-commodity
01.11.2000,"111,5900","104,4090","112,8080","104,4090",,indices,bloomberg-commodity
01.10.2000,"103,8200","108,3770","112,7170","103,5380",,indices,bloomberg-commodity
01.09.2000,"106,9750","108,4170","111,1720","106,4610",,indices,bloomberg-commodity
01.08.2000,"108,1700","99,6360","108,1700","99,6360",,indices,bloomberg-commodity
01.07.2000,"99,0040","102,0190","103,1260","99,0040",,indices,bloomberg-commodity
01.06.2000,"104,7640","103,4510","105,7500","102,7750",,indices,bloomberg-commodity
01.05.2000,"102,8430","98,5180","104,8750","98,5180",,indices,bloomberg-commodity
01.04.2000,"96,8820","97,6770","97,6830","94,6280",,indices,bloomberg-commodity
01.03.2000,"98,5240","99,8380","102,2480","97,0050",,indices,bloomberg-commodity
01.02.2000,"98,0630","97,5490","99,3160","96,4310",,indices,bloomberg-commodity
01.01.2000,"96,8150","92,0450","97,6500","90,7500",,indices,bloomberg-commodity
01.12.1999,"92,2730","90,3580","93,1540","89,7250",,indices,bloomberg-commodity
01.11.1999,"90,0880","88,8230","92,6950","88,7210",,indices,bloomberg-commodity
01.10.1999,"88,4230","92,3330","92,3330","87,1760",,indices,bloomberg-commodity
01.09.1999,"92,4350","88,2990","93,1290","87,4810",,indices,bloomberg-commodity
01.08.1999,"88,2110","84,6690","88,2110","84,6690",,indices,bloomberg-commodity
01.07.1999,"83,7280","82,0520","84,4970","80,9150",,indices,bloomberg-commodity
01.06.1999,"82,5990","77,9590","82,5990","77,9590",,indices,bloomberg-commodity
01.05.1999,"78,5580","84,2680","84,3650","78,5580",,indices,bloomberg-commodity
01.04.1999,"83,9970","80,7800","83,9970","79,2840",,indices,bloomberg-commodity
01.03.1999,"81,0230","74,3500","81,4500","74,3500",,indices,bloomberg-commodity
01.02.1999,"74,2410","76,7850","77,2170","74,2410",,indices,bloomberg-commodity
01.01.1999,"77,1890","78,1870","80,6870","76,2380",,indices,bloomberg-commodity
01.12.1998,"77,8030","80,5810","80,5810","76,6080",,indices,bloomberg-commodity
01.11.1998,"80,8450","87,3720","87,5830","80,8450",,indices,bloomberg-commodity
01.10.1998,"87,4570","89,2910","89,8810","87,1320",,indices,bloomberg-commodity
01.09.1998,"90,4470","85,7470","90,5620","85,6190",,indices,bloomberg-commodity
01.08.1998,"84,2670","88,8780","89,5980","84,2670",,indices,bloomberg-commodity
01.07.1998,"90,3540","96,0120","96,0120","90,3540",,indices,bloomberg-commodity
01.06.1998,"96,5610","98,2150","98,2200","93,7370",,indices,bloomberg-commodity
01.05.1998,"99,1220","105,6330","105,8150","98,3190",,indices,bloomberg-commodity
01.04.1998,"104,6830","105,4450","107,1590","104,6830",,indices,bloomberg-commodity
01.03.1998,"106,5160","107,0040","108,2320","102,9460",,indices,bloomberg-commodity
01.02.1998,"106,6890","112,0850","112,0850","105,3210",,indices,bloomberg-commodity
01.01.1998,"111,9260","111,0730","113,0280","107,1930",,indices,bloomberg-commodity
01.12.1997,"111,9840","116,8650","116,8650","111,9840",,indices,bloomberg-commodity
