date,close,open,high,low,volume,type,description
01.01.2003,"8,2784","8,2784","8,2784","8,2784",,currencies,usd-cny
01.12.2002,"8,2785","8,2785","8,2785","8,2785",,currencies,usd-cny
01.11.2002,"8,2773","8,2773","8,2773","8,2773",,currencies,usd-cny
01.10.2002,"8,2770","8,2770","8,2770","8,2770",,currencies,usd-cny
01.09.2002,"8,2773","8,2773","8,2773","8,2773",,currencies,usd-cny
01.08.2002,"8,2768","8,2768","8,2768","8,2768",,currencies,usd-cny
01.07.2002,"8,2767","8,2767","8,2767","8,2767",,currencies,usd-cny
01.06.2002,"8,2771","8,2771","8,2771","8,2771",,currencies,usd-cny
01.05.2002,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.04.2002,"8,2773","8,2773","8,2773","8,2773",,currencies,usd-cny
01.03.2002,"8,2774","8,2774","8,2774","8,2774",,currencies,usd-cny
01.02.2002,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.01.2002,"8,2765","8,2765","8,2765","8,2765",,currencies,usd-cny
01.12.2001,"8,2766","8,2766","8,2766","8,2766",,currencies,usd-cny
01.11.2001,"8,2772","8,2772","8,2772","8,2772",,currencies,usd-cny
01.10.2001,"8,2768","8,2768","8,2768","8,2768",,currencies,usd-cny
01.09.2001,"8,2768","8,2768","8,2768","8,2768",,currencies,usd-cny
01.08.2001,"8,2769","8,2769","8,2769","8,2769",,currencies,usd-cny
01.07.2001,"8,2770","8,2770","8,2770","8,2770",,currencies,usd-cny
01.06.2001,"8,2767","8,2767","8,2767","8,2767",,currencies,usd-cny
01.05.2001,"8,2770","8,2770","8,2770","8,2770",,currencies,usd-cny
01.04.2001,"8,2774","8,2774","8,2774","8,2774",,currencies,usd-cny
01.03.2001,"8,2777","8,2777","8,2777","8,2777",,currencies,usd-cny
01.02.2001,"8,2783","8,2783","8,2783","8,2783",,currencies,usd-cny
01.01.2001,"8,2781","8,2781","8,2781","8,2781",,currencies,usd-cny
01.12.2000,"8,2774","8,2774","8,2774","8,2774",,currencies,usd-cny
01.11.2000,"8,2777","8,2777","8,2777","8,2777",,currencies,usd-cny
01.10.2000,"8,2775","8,2775","8,2775","8,2775",,currencies,usd-cny
01.09.2000,"8,2798","8,2798","8,2798","8,2798",,currencies,usd-cny
01.08.2000,"8,2786","8,2786","8,2786","8,2786",,currencies,usd-cny
01.07.2000,"8,2792","8,2792","8,2792","8,2792",,currencies,usd-cny
01.06.2000,"8,2782","8,2782","8,2782","8,2782",,currencies,usd-cny
01.05.2000,"8,2773","8,2773","8,2773","8,2773",,currencies,usd-cny
01.04.2000,"8,2799","8,2799","8,2799","8,2799",,currencies,usd-cny
01.03.2000,"8,2787","8,2787","8,2787","8,2787",,currencies,usd-cny
01.02.2000,"8,2786","8,2786","8,2786","8,2786",,currencies,usd-cny
01.01.2000,"8,2777","8,2777","8,2777","8,2777",,currencies,usd-cny
01.12.1999,"8,2795","8,2795","8,2795","8,2795",,currencies,usd-cny
01.11.1999,"8,2789","8,2789","8,2789","8,2789",,currencies,usd-cny
01.10.1999,"8,2778","8,2778","8,2778","8,2778",,currencies,usd-cny
01.09.1999,"8,2778","8,2778","8,2778","8,2778",,currencies,usd-cny
01.08.1999,"8,2770","8,2770","8,2770","8,2770",,currencies,usd-cny
01.07.1999,"8,2774","8,2774","8,2774","8,2774",,currencies,usd-cny
01.06.1999,"8,2787","8,2787","8,2787","8,2787",,currencies,usd-cny
01.05.1999,"8,2784","8,2784","8,2784","8,2784",,currencies,usd-cny
01.04.1999,"8,2790","8,2790","8,2790","8,2790",,currencies,usd-cny
01.03.1999,"8,2800","8,2800","8,2800","8,2800",,currencies,usd-cny
01.02.1999,"8,2790","8,2790","8,2790","8,2790",,currencies,usd-cny
01.01.1999,"8,2778","8,2778","8,2778","8,2778",,currencies,usd-cny
01.12.1998,"8,2789","8,2789","8,2789","8,2789",,currencies,usd-cny
01.11.1998,"8,2782","8,2782","8,2782","8,2782",,currencies,usd-cny
01.10.1998,"8,2778","8,2778","8,2778","8,2778",,currencies,usd-cny
01.09.1998,"8,2780","8,2780","8,2780","8,2780",,currencies,usd-cny
01.08.1998,"8,2800","8,2800","8,2800","8,2800",,currencies,usd-cny
01.07.1998,"8,2799","8,2799","8,2799","8,2799",,currencies,usd-cny
01.06.1998,"8,2797","8,2797","8,2797","8,2797",,currencies,usd-cny
01.05.1998,"8,2793","8,2793","8,2793","8,2793",,currencies,usd-cny
01.04.1998,"8,2779","8,2779","8,2779","8,2779",,currencies,usd-cny
01.03.1998,"8,2793","8,2793","8,2793","8,2793",,currencies,usd-cny
01.02.1998,"8,2789","8,2789","8,2789","8,2789",,currencies,usd-cny
01.01.1998,"8,2785","8,2785","8,2785","8,2785",,currencies,usd-cny
01.12.1997,"8,2796","8,2796","8,2796","8,2796",,currencies,usd-cny
01.11.1997,"8,2796","8,2796","8,2796","8,2796",,currencies,usd-cny
01.10.1997,"8,2834","8,2834","8,2834","8,2834",,currencies,usd-cny
01.09.1997,"8,2849","8,2849","8,2849","8,2849",,currencies,usd-cny
01.08.1997,"8,2884","8,2884","8,2884","8,2884",,currencies,usd-cny
01.07.1997,"8,2903","8,2903","8,2903","8,2903",,currencies,usd-cny
01.06.1997,"8,2907","8,2907","8,2907","8,2907",,currencies,usd-cny
01.05.1997,"8,2921","8,2921","8,2921","8,2921",,currencies,usd-cny
01.04.1997,"8,2945","8,2945","8,2945","8,2945",,currencies,usd-cny
01.03.1997,"8,2955","8,2955","8,2955","8,2955",,currencies,usd-cny
01.02.1997,"8,2954","8,2954","8,2954","8,2954",,currencies,usd-cny
01.01.1997,"8,2934","8,2934","8,2934","8,2934",,currencies,usd-cny
01.12.1996,"8,2984","8,2984","8,2984","8,2984",,currencies,usd-cny
01.11.1996,"8,3012","8,3012","8,3012","8,3012",,currencies,usd-cny
01.10.1996,"8,3000","8,3000","8,3000","8,3000",,currencies,usd-cny
01.09.1996,"8,3017","8,3017","8,3017","8,3017",,currencies,usd-cny
01.08.1996,"8,3063","8,3063","8,3063","8,3063",,currencies,usd-cny
01.07.1996,"8,3107","8,3107","8,3107","8,3107",,currencies,usd-cny
01.06.1996,"8,3221","8,3221","8,3221","8,3221",,currencies,usd-cny
01.05.1996,"8,3255","8,3255","8,3255","8,3255",,currencies,usd-cny
01.04.1996,"8,3301","8,3301","8,3301","8,3301",,currencies,usd-cny
01.03.1996,"8,3338","8,3338","8,3338","8,3338",,currencies,usd-cny
01.02.1996,"8,3211","8,3211","8,3211","8,3211",,currencies,usd-cny
01.01.1996,"8,3138","8,3138","8,3138","8,3138",,currencies,usd-cny
01.12.1995,"8,3174","8,3174","8,3174","8,3174",,currencies,usd-cny
01.11.1995,"8,3116","8,3116","8,3116","8,3116",,currencies,usd-cny
01.10.1995,"8,3149","8,3149","8,3149","8,3149",,currencies,usd-cny
01.09.1995,"8,3185","8,3185","8,3185","8,3185",,currencies,usd-cny
01.08.1995,"8,3198","8,3198","8,3198","8,3198",,currencies,usd-cny
01.07.1995,"8,3003","8,3003","8,3003","8,3003",,currencies,usd-cny
01.06.1995,"8,3011","8,3011","8,3011","8,3011",,currencies,usd-cny
01.05.1995,"8,3055","8,3055","8,3055","8,3055",,currencies,usd-cny
01.04.1995,"8,4074","8,4074","8,4074","8,4074",,currencies,usd-cny
01.03.1995,"8,4264","8,4264","8,4264","8,4264",,currencies,usd-cny
01.02.1995,"8,4311","8,4311","8,4311","8,4311",,currencies,usd-cny
01.01.1995,"8,4384","8,4384","8,4384","8,4384",,currencies,usd-cny
01.12.1994,"8,4462","8,4462","8,4462","8,4462",,currencies,usd-cny
01.11.1994,"8,5090","8,5090","8,5090","8,5090",,currencies,usd-cny
01.10.1994,"8,5260","8,5260","8,5260","8,5260",,currencies,usd-cny
01.09.1994,"8,5300","8,5300","8,5300","8,5300",,currencies,usd-cny
01.08.1994,"8,5591","8,5591","8,5591","8,5591",,currencies,usd-cny
01.07.1994,"8,6197","8,6197","8,6197","8,6197",,currencies,usd-cny
01.06.1994,"8,6517","8,6517","8,6517","8,6517",,currencies,usd-cny
01.05.1994,"8,6596","8,6596","8,6596","8,6596",,currencies,usd-cny
01.04.1994,"8,7072","8,7072","8,7072","8,7072",,currencies,usd-cny
01.03.1994,"8,7080","8,7080","8,7080","8,7080",,currencies,usd-cny
01.02.1994,"8,7055","8,7055","8,7055","8,7055",,currencies,usd-cny
01.01.1994,"8,7000","8,7000","8,7000","8,7000",,currencies,usd-cny
01.12.1993,"5,8000","5,8000","5,8000","5,8000",,currencies,usd-cny
01.11.1993,"5,8122","5,8122","5,8122","5,8122",,currencies,usd-cny
01.10.1993,"5,7941","5,7941","5,7941","5,7941",,currencies,usd-cny
01.09.1993,"5,7868","5,7868","5,7868","5,7868",,currencies,usd-cny
01.08.1993,"5,7883","5,7883","5,7883","5,7883",,currencies,usd-cny
01.07.1993,"5,7612","5,7612","5,7612","5,7612",,currencies,usd-cny
01.06.1993,"5,7612","5,7612","5,7612","5,7612",,currencies,usd-cny
01.05.1993,"5,7290","5,7290","5,7290","5,7290",,currencies,usd-cny
01.04.1993,"5,7084","5,7084","5,7084","5,7084",,currencies,usd-cny
01.03.1993,"5,7190","5,7190","5,7190","5,7190",,currencies,usd-cny
01.02.1993,"5,7402","5,7402","5,7402","5,7402",,currencies,usd-cny
01.01.1993,"5,7750","5,7750","5,7750","5,7750",,currencies,usd-cny
01.12.1992,"5,7518","5,7518","5,7518","5,7518",,currencies,usd-cny
01.11.1992,"5,7198","5,7198","5,7198","5,7198",,currencies,usd-cny
01.10.1992,"5,5525","5,5525","5,5525","5,5525",,currencies,usd-cny
01.09.1992,"5,5002","5,5002","5,5002","5,5002",,currencies,usd-cny
01.08.1992,"5,4064","5,4064","5,4064","5,4064",,currencies,usd-cny
01.07.1992,"5,4200","5,4200","5,4200","5,4200",,currencies,usd-cny
01.06.1992,"5,4621","5,4621","5,4621","5,4621",,currencies,usd-cny
01.05.1992,"5,4911","5,4911","5,4911","5,4911",,currencies,usd-cny
01.04.1992,"5,5101","5,5101","5,5101","5,5101",,currencies,usd-cny
01.03.1992,"5,4675","5,4675","5,4675","5,4675",,currencies,usd-cny
01.02.1992,"5,4693","5,4693","5,4693","5,4693",,currencies,usd-cny
01.01.1992,"5,4686","5,4686","5,4686","5,4686",,currencies,usd-cny
01.12.1991,"5,4478","5,4478","5,4478","5,4478",,currencies,usd-cny
01.11.1991,"5,4115","5,4115","5,4115","5,4115",,currencies,usd-cny
01.10.1991,"5,3944","5,3944","5,3944","5,3944",,currencies,usd-cny
01.09.1991,"5,3899","5,3899","5,3899","5,3899",,currencies,usd-cny
01.08.1991,"5,3862","5,3862","5,3862","5,3862",,currencies,usd-cny
01.07.1991,"5,3605","5,3605","5,3605","5,3605",,currencies,usd-cny
01.06.1991,"5,3690","5,3690","5,3690","5,3690",,currencies,usd-cny
01.05.1991,"5,3490","5,3490","5,3490","5,3490",,currencies,usd-cny
01.04.1991,"5,3036","5,3036","5,3036","5,3036",,currencies,usd-cny
01.03.1991,"5,2352","5,2352","5,2352","5,2352",,currencies,usd-cny
01.02.1991,"5,2352","5,2352","5,2352","5,2352",,currencies,usd-cny
